Model 0x10d99b6e0
  size 505 out of 539
  interface=0x10d99b7b8
  repeats=0 at 0x10d99b734
  # d rho mu rough P Prough theta thetarough
  0 0 2.07e-06 0 3 0 3 270 3
  1 14.6212 3.65136e-06 0 3 0 3 270 3
  2 28.4652 3.03209e-06 0 3 0 3 270 3
  3 120.193 4.59362e-06 0 19.4316 0 7 270 7
  4 0.5 4.59362e-06 0 0 0 0 270 0
  5 0.5 4.59362e-06 0 0 0 0 270 0
  6 0.5 4.59362e-06 0 0 0 0 270 0
  7 0.5 4.59362e-06 0 0 0 0 270 0
  8 0.5 4.59362e-06 0 0 0 0 270 0
  9 0.5 4.59362e-06 0 0 0 0 270 0
  10 0.5 4.59362e-06 0 0 0 0 270 0
  11 0.5 4.59362e-06 0 0 0 0 270 0
  12 0.5 4.59361e-06 0 0 0 0 270 0
  13 0.5 4.59361e-06 0 0 0 0 270 0
  14 0.5 4.59359e-06 0 0 0 0 270 0
  15 0.5 4.59356e-06 0 0 0 0 270 0
  16 0.5 4.59351e-06 0 0 0 0 270 0
  17 0.5 4.59432e-06 0 0 0 0 270 0
  18 0.5 4.59361e-06 0 0 0 0 270 0
  19 0.5 4.5931e-06 0 0 0 0 270 0
  20 0.5 4.59254e-06 0 0 0 0 270 0
  21 0.5 4.59173e-06 0 0 0 0 270 0
  22 0.5 4.59048e-06 0 0 0 0 270 0
  23 0.5 4.58854e-06 0 0 0 0 270 0
  24 0.5 4.58556e-06 0 0 0 0 270 0
  25 0.5 4.58108e-06 0 0 0 0 270 0
  26 0.5 4.5745e-06 0 0 0 0 270 0
  27 0.5 4.56501e-06 0 0 0 0 270 0
  28 0.5 4.55163e-06 0 0 0 0 270 0
  29 0.5 4.53316e-06 0 0 0 0 270 0
  30 0.5 4.50821e-06 0 0 0 0 270 0
  31 0.5 4.47525e-06 0 0 0 0 270 0
  32 0.5 4.43265e-06 0 0 0 0 270 0
  33 0.5 4.3788e-06 0 0 0 0 270 0
  34 0.5 4.31229e-06 0 0 0 0 270 0
  35 0.5 4.23202e-06 0 0 0 0 270 0
  36 0.5 4.13744e-06 0 0 0 0 270 0
  37 0.5 4.02867e-06 0 0 0 0 270 0
  38 0.5 3.90672e-06 0 0 0 0 270 0
  39 0.5 3.77352e-06 0 0 0 0 270 0
  40 0.5 3.63193e-06 0 0 0 0 270 0
  41 0.5 3.48563e-06 0 0 0 0 270 0
  42 0.5 3.33885e-06 0 0 0 0 270 0
  43 0.5 3.19606e-06 0 0 0 0 270 0
  44 0.5 3.06154e-06 0 0 0 0 270 0
  45 0.5 2.93898e-06 0 0 0 0 270 0
  46 0.5 2.8312e-06 0 0 0 0 270 0
  47 0.5 2.73997e-06 0 0 0 0 270 0
  48 0.5 2.66608e-06 0 0 0 0 270 0
  49 0.5 2.6095e-06 0 0 0 0 270 0
  50 0.5 2.56968e-06 0 0 0 0 270 0
  51 0.5 2.54576e-06 0 0 0 0 270 0
  52 0.5 2.53662e-06 0 0 0 0 270 0
  53 0.5 2.53999e-06 0 0 0 0 270 0
