# Q dQ R dR fit
0.00877296 0.000101448 1.01815 0.0352494 1
0.0100889 0.000116666 1.00413 0.0325345 1
0.0114048 0.000131883 1.01322 0.0316653 1
0.0127208 0.0001471 1.07858 0.0337222 0.992392
0.0140367 0.000162317 0.940841 0.0284445 0.799425
0.0153526 0.000177533 0.0724992 0.00232795 0.0903185
0.0166685 0.00019275 0.0317261 0.00105537 0.0282951
0.0179845 0.000207967 0.0281479 0.000937042 0.0265551
0.0193004 0.000223183 0.0283291 0.000914645 0.0278624
0.0206163 0.0002384 0.0293705 0.000893711 0.0284593
0.0219322 0.000253616 0.0286517 0.000942443 0.0278879
0.0241253 0.000278976 0.025397 0.000777601 0.0249724
0.0263185 0.000304336 0.0208888 0.00063511 0.0207529
0.0285116 0.000329695 0.0163739 0.000492531 0.0162335
0.0307047 0.000355054 0.0120031 0.0003638 0.0120715
0.0328977 0.000380412 0.00867023 0.000265134 0.00861323
0.0350908 0.00040577 0.00617714 0.000194043 0.00597724
0.0372838 0.000431127 0.00413255 0.000132528 0.00412917
0.0394768 0.000456484 0.00295762 9.89008e-05 0.0029452
0.0416698 0.00048184 0.00225409 7.45004e-05 0.00226246
0.0438627 0.000507195 0.00186626 6.26543e-05 0.00191864
0.0473713 0.000547762 0.00169761 5.61631e-05 0.00171995
0.0508798 0.000588326 0.00162054 5.26225e-05 0.00162459
0.0543882 0.000628889 0.00140689 4.53721e-05 0.00146952
0.0578966 0.000669449 0.00122827 3.95682e-05 0.00124287
0.0614048 0.000710006 0.00100742 3.31609e-05 0.0010032
0.0649128 0.000750561 0.00080649 2.68998e-05 0.000807664
0.0684208 0.000791114 0.000659728 2.24637e-05 0.000676693
0.0719286 0.000831663 0.000571268 1.96635e-05 0.000593835
0.0754363 0.000872209 0.000518322 1.77017e-05 0.000526336
0.0789438 0.000912752 0.000455371 1.57496e-05 0.000448426
0.0824512 0.000953291 0.000343531 1.2472e-05 0.000354317
0.0859585 0.000993827 0.000272785 1.09002e-05 0.000256246
0.087712 0.00101409 0.000209238 8.32631e-06 0.000212984
0.091219 0.00105462 0.000151563 6.53746e-06 0.000147856
0.0947258 0.00109515 0.000117379 5.32634e-06 0.000116328
0.0982324 0.00113567 0.000112786 5.10928e-06 0.000113076
0.101739 0.00117619 0.000128322 5.38887e-06 0.000122496
0.105245 0.0012167 0.000126776 5.17258e-06 0.000127744
0.108751 0.00125721 0.000120173 4.99311e-06 0.000118506
0.112257 0.00129772 9.22976e-05 4.0397e-06 9.43382e-05
0.115762 0.00133822 6.18481e-05 3.0715e-06 6.27674e-05
0.119268 0.00137871 3.66336e-05 2.25461e-06 3.40823e-05
0.122773 0.0014192 1.56787e-05 1.15098e-06 1.59136e-05
0.126278 0.00145968 1.06518e-05 9.67073e-07 1.02026e-05
0.129782 0.00150016 1.35305e-05 1.04926e-06 1.34796e-05
0.133287 0.00154063 2.17359e-05 1.23852e-06 1.96073e-05
0.136791 0.0015811 2.40507e-05 1.2697e-06 2.31514e-05
0.140295 0.00162156 2.17689e-05 1.1797e-06 2.16435e-05
0.143798 0.00166202 1.65906e-05 1.04276e-06 1.59208e-05
0.147302 0.00170247 7.91204e-06 8.10177e-07 8.83094e-06
0.150805 0.00174291 2.55461e-06 6.86986e-07 3.26421e-06
0.153432 0.00177324 1.54542e-06 5.6876e-07 1.22511e-06
0.15781 0.00182377 1.3636e-06 5.56428e-07 1.51641e-06
0.162187 0.0018743 3.67943e-06 5.86517e-07 3.79086e-06
0.166564 0.00192482 4.94911e-06 5.94433e-07 5.12975e-06
0.170941 0.00197532 3.4784e-06 5.55847e-07 4.29934e-06
0.175317 0.00202581 2.36798e-06 5.26154e-07 2.23151e-06
0.179693 0.00207629 3.67333e-07 4.72708e-07 6.58117e-07
0.184068 0.00212676 6.08481e-07 4.70361e-07 5.16976e-07
0.188442 0.00217722 1.88077e-06 4.82944e-07 1.39572e-06
0.192816 0.00222766 3.01192e-06 4.89719e-07 2.18037e-06
0.197189 0.0022781 2.60479e-06 4.66459e-07 2.11223e-06
0.201562 0.00232851 1.68063e-06 4.47736e-07 1.3199e-06
0.205934 0.00237892 6.04323e-07 4.29903e-07 5.14696e-07
0.210305 0.00242931 4.6444e-07 4.155e-07 2.75314e-07
0.214676 0.00247968 8.41908e-07 4.21242e-07 5.95743e-07
0.219046 0.00253004 1.41081e-06 4.25081e-07 1.01223e-06
0.223416 0.00258039 1.46178e-06 3.57705e-07 1.08388e-06
0.227785 0.00263072 5.69092e-07 3.44703e-07 7.54582e-07
0.232153 0.00268104 5.73373e-07 3.487e-07 3.20638e-07
0.23652 0.00273134 -1.62339e-08 3.32857e-07 1.12251e-07
0.240887 0.00278162 1.30183e-07 3.35686e-07 2.1147e-07
0.245253 0.00283189 -1.11801e-07 3.68769e-07 4.32465e-07
0.249618 0.00288214 5.72855e-07 3.65871e-07 5.28954e-07
0.253982 0.00293238 6.7522e-08 3.48465e-07 4.32765e-07
0.258346 0.00298259 5.81056e-07 3.50821e-07 3.1063e-07
