Q I dI dQ
0.0029689032449782098 0.9231525092930173 0.1312693047778411 0.0010470639774331392
0.0032088757757470594 0.7827829578623278 0.09330304922045217 0.0010492440220195882
0.0034682449694489344 0.9291212147591094 0.08617176419976555 0.0010517850072177368
0.0037485786327479177 0.7466682817255759 0.07956180549849458 0.001054745609932615
0.004051571296051481 0.9923559511200685 0.07343333362557804 0.00105819366833299
0.004379054456423398 0.9042166654936892 0.06774944938681478 0.0010622074830282284
0.004733007648417785 0.7838738068235064 0.06247597843717085 0.0010668772598245793
0.005115570409754071 0.9151954076440634 0.05758127418397183 0.0010723066950819617
0.0055290552141616725 0.9684390578845639 0.053036038289511034 0.001078614699263799
0.005975961449569428 0.8466152567792058 0.04881315821857862 0.001085937247138347
0.006458990526133614 0.8794147162852426 0.04488756148232573 0.0010944293341665135
0.006981062205427993 0.8179100337208579 0.04123608644405614 0.0011042670080087605
0.007545332249500647 0.7658277292748397 0.03783736977151651 0.00111564943221051
0.008155211496480883 0.7696499978968765 0.034671750836075876 0.0011288009267987817
0.008814386478042153 0.7582810366380325 0.03172119355669157 0.0011439729190635178
0.009526841703347425 0.7731999429015659 0.028969226339548713 0.001161445729068678
0.010296883744176293 0.7317554880375043 0.026400900829326723 0.0011815301107766585
0.01112916726682128 0.8058255811599082 0.02400277009598954 0.0012045684736488932
0.012028723168107826 0.7228069892516066 0.021762886523403364 0.0012309357235807483
0.013000988985611722 0.7110825526736879 0.01967081887577667 0.0012610396875889288
0.013000988985611722 0.6665308910018166 0.017898890666409765 0.002147209995990484
0.014051841765894248 0.6329910821446163 0.013724060980190642 0.0021675208158054345
0.014051841765894248 0.6892001314769518 0.017717686539537765 0.001295321123792392
0.015187633589433378 0.614174839544136 0.012313148519535392 0.002191009291285045
0.015187633589433378 0.5988903291391946 0.01589620638517971 0.001334253364728875
0.016415229966988295 0.558434882312753 0.01099984860643359 0.002218133336086609
0.016415229966988295 0.5507305865228607 0.01420074348784004 0.0013783416932864065
0.01774205133949137 0.5201494302529307 0.012627350245964647 0.0014281225997354627
0.01774205133949137 0.5209503851213889 0.00978110344186984 0.0022494052176258166
0.01917611793232162 0.48340383980906576 0.0111737680973048 0.0014841631076912012
0.01917611793232162 0.4909767301613014 0.008655163551049028 0.002285394890043879
0.020726098235089918 0.43683988829040865 0.007621528305277667 0.0023267327929350863
0.020726098235089918 0.44685246666473155 0.009839350732996289 0.001547060379077829
0.02240136139998123 0.39936806694215093 0.006680777540732821 0.002374111976529169
0.02240136139998123 0.40016226550081224 0.008624846718324908 0.0016174418085026013
0.024212033875385695 0.35036617852995905 0.005834227268882752 0.002428289449548039
0.024212033875385695 0.3432007206249055 0.007531955016790705 0.0016959657949319753
0.026169060617151418 0.31262664262589496 0.005083329621622215 0.002490086704526087
0.026169060617151418 0.31547242508841555 0.008010348339628841 0.0017833233365967375
0.02828427124746191 0.2734625192558666 0.00442875419693714 0.0025603894555312344
0.02828427124746191 0.2895931489648852 0.009031276743053802 0.0018802405406725124
0.03057045156124839 0.25127617322678425 0.0038691796346664764 0.0026401467189067127
0.03057045156124839 0.2419718409944028 0.0103330689111929 0.0019874820814655943
0.03304142081237099 0.217961013305599 0.003400034936407945 0.0027303694681022374
0.03304142081237099 0.21560731463280466 0.013616285227840098 0.0021058555883863034
0.035712115246739916 0.2495418054112955 0.037583504211126995 0.002236216904687587
0.035712115246739916 0.2088500230511679 0.003012717183785064 0.0028321291845566656
0.03859867838730863 0.18979076259930844 0.0026949342783642526 0.0029465566926258064
0.0417185586166838 0.18314296371006916 0.002432438745480276 0.0030748416949206254
0.045090614647208836 0.17272951637960016 0.0022115659811102113 0.0032182334082853387
0.048735229516055134 0.17085395157319075 0.002021345015559587 0.0033780426413153033
0.052674433794385946 0.1667469285682415 0.001308060682906323 0.006338721516352649
0.052674433794385946 0.16337189138599756 0.0018541949049940862 0.0035556455613553308
0.056932038755354526 0.16670959662892876 0.0011368136837852287 0.006451197637657481
0.056932038755354526 0.16333392587498768 0.001705220525677842 0.003752489287956903
0.06153378030589564 0.16462290423615458 0.0010473612079983754 0.006580156826644261
0.06153378030589564 0.16319268743735096 0.0015710418119975651 0.003970099338725282
0.06650747455233393 0.1613752270106774 0.0009660833908128504 0.006727675921150852
0.06650747455233393 0.1631547360033495 0.0014491250862192742 0.004210088858462109
0.07188318594015501 0.16181086489686242 0.0008917990918163945 0.006896011004249535
0.07188318594015501 0.16292038595848812 0.0013376986377245915 0.004474169494648647
0.07769340898429236 0.16084013457360116 0.0008530979423332836 0.007087597005058689
0.07769340898429236 0.1589569146404545 0.0012356001221992515 0.0047641637463704724
0.08397326468843358 0.15926639127161635 0.0008226801813228155 0.00730504539622655
0.08397326468843358 0.15856429894476828 0.0013332565541353922 0.005082018608490583
0.09076071284063958 0.16078339193015653 0.0016162099117357762 0.005429820352611447
0.09076071284063958 0.15981722458471037 0.0007806175368681526 0.007551140587058332
0.09809678146853884 0.15490375294515035 0.00194558942936632 0.005809810323321395
0.09809678146853884 0.15835907457218243 0.0007371014417663987 0.007828835871115068
0.10602581484108199 0.15901236631994423 0.0026329025285539297 0.006224401674398877
0.10602581484108199 0.15918964087150367 0.0006940321721309172 0.00814124998437867
0.114595741515951 0.1593484923357807 0.0006521421121911622 0.008491665427374685
0.114595741515951 0.15932161066451433 0.006504805185020731 0.0066761970182570496
0.12385836405288624 0.15877296394157436 0.0006118581047968556 0.008883529679771312
0.13386967214416046 0.15932963417958293 0.0005733913847936865 0.009320460288799518
0.14469018105497397 0.1593256291550914 0.0005367070286388954 0.009806254566577705
0.15638529741954232 0.15900100684136062 0.0005019914195816546 0.010344904327483896
0.16902571460399735 0.15967112139933404 0.0004690813970452427 0.010940615784697646
0.18268784002594982 0.15911890522101033 0.0004380389878234287 0.011597834451214277
0.19745425701372998 0.1593411482678342 0.0004088112779786468 0.012321274688592189
0.21341422399709822 0.15863788038235732 0.0003812569850418169 0.01311595343250933
0.230664214046885 0.15833110963289684 0.0003553922384401326 0.013987227596771191
0.2493084980249047 0.15915078335945027 0.0003311372106670682 0.014940834702619905
0.2694597748691106 0.15930601975446512 0.0003083698458593984 0.015982936376897225
0.29123985282386344 0.1589519260724245 0.0002870432683098078 0.017120164488344403
0.3147803857331475 0.15923032727725356 0.0002814446005306897 0.018359669826483987
0.3402236688473911 0.1587330753843944 0.00030638287422301045 0.019709173357608252
0.3677234989543068 0.15919197790542786 0.00030589732885576615 0.02117702020847016
0.39744610403296704 0.158824661470389 0.0003017186595174222 0.022772236626310453
0.42957114805059743 0.15878442980725285 0.00029609416306617374 0.02450459024351779
0.46429281697576213 0.1590535624518658 0.0002898172524653127 0.02638465403850802
0.501820992572569 0.15957908995085576 0.00028385575250771734 0.028423874434541623
0.5423825210711031 0.15921211673212451 0.00041403822081309614 0.03063464401875318
0.5862225843828245 0.15760992168095564 0.0015761745934631654 0.0330303793980692
