# Q Iq dIq dQ fit
1.417999999999999990e-03 2.349000000000000000e+03 6.274000000000000199e+01 2.325999999999999888e-04 3.736825028296479559e+03
1.675999999999999972e-03 2.363000000000000000e+03 5.339999999999999858e+01 2.359999999999999902e-04 3.426396763651402125e+03
1.933999999999999955e-03 2.409000000000000000e+03 6.221999999999999886e+01 2.400000000000000061e-04 3.094531373311995139e+03
2.191999999999999938e-03 2.288000000000000000e+03 5.499000000000000199e+01 2.446999999999999848e-04 2.740560819169846127e+03
2.449999999999999921e-03 2.150000000000000000e+03 4.667000000000000171e+01 2.500000000000000052e-04 2.375608845133350314e+03
2.707999999999999904e-03 2.073000000000000000e+03 4.321000000000000085e+01 2.556999999999999811e-04 2.013172854631598057e+03
2.965999999999999887e-03 1.964000000000000000e+03 4.477000000000000313e+01 2.619000000000000234e-04 1.660575738858639170e+03
3.223000000000000170e-03 1.702000000000000000e+03 3.797999999999999687e+01 2.685000000000000212e-04 1.343411598598519049e+03
3.481000000000000153e-03 1.440000000000000000e+03 3.321000000000000085e+01 2.754000000000000263e-04 1.065018491543181653e+03
3.739000000000000136e-03 1.135000000000000000e+03 3.071000000000000085e+01 2.827999999999999893e-04 8.347273104519938443e+02
3.996999999999999685e-03 8.597000000000000455e+02 2.467999999999999972e+01 2.904000000000000114e-04 6.559649996589618013e+02
4.255000000000000102e-03 6.507000000000000455e+02 2.137999999999999901e+01 2.983999999999999890e-04 5.269829057614189196e+02
4.512999999999999651e-03 4.973000000000000114e+02 1.803999999999999915e+01 3.066000000000000257e-04 4.413567235841537126e+02
4.771000000000000067e-03 3.931999999999999886e+02 1.421000000000000085e+01 3.151000000000000155e-04 3.938839041640167693e+02
5.028000000000000351e-03 3.548999999999999773e+02 1.325999999999999979e+01 3.238000000000000101e-04 3.636358443809179448e+02
5.285999999999999900e-03 2.913000000000000114e+02 1.018999999999999950e+01 3.327000000000000096e-04 3.467260555534214745e+02
5.544000000000000317e-03 2.625000000000000000e+02 1.064000000000000057e+01 3.418000000000000140e-04 3.357332334100490243e+02
5.801999999999999866e-03 2.711999999999999886e+02 1.077999999999999936e+01 3.511000000000000232e-04 3.253533286752004869e+02
6.060000000000000282e-03 2.753999999999999773e+02 1.088000000000000078e+01 3.605999999999999830e-04 3.133893690625555450e+02
6.317999999999999831e-03 2.906000000000000227e+02 1.108000000000000007e+01 3.701999999999999996e-04 2.988170357656767351e+02
6.576000000000000248e-03 3.021000000000000227e+02 1.009999999999999964e+01 3.800000000000000209e-04 2.819559031720584130e+02
6.832999999999999664e-03 2.925000000000000000e+02 9.916000000000000369e+00 3.898999999999999905e-04 2.637581825767831560e+02
7.091000000000000081e-03 2.608000000000000114e+02 1.025000000000000000e+01 3.999000000000000167e-04 2.451096014832041021e+02
7.348999999999999630e-03 2.576000000000000227e+02 9.532999999999999474e+00 4.099999999999999912e-04 2.269709480948443741e+02
7.607000000000000046e-03 2.288000000000000114e+02 9.570000000000000284e+00 4.203000000000000247e-04 2.109648429703741215e+02
7.865000000000000463e-03 2.149000000000000057e+02 8.723000000000000753e+00 4.306000000000000040e-04 1.954200747156531861e+02
8.123000000000000012e-03 1.883000000000000114e+02 7.820999999999999730e+00 4.409999999999999858e-04 1.816830048179293726e+02
8.380000000000000296e-03 1.748000000000000114e+02 6.921999999999999709e+00 4.515000000000000241e-04 1.696080059749561428e+02
8.637999999999999845e-03 1.468000000000000114e+02 6.629999999999999893e+00 4.621000000000000107e-04 1.589668960140504055e+02
8.895999999999999394e-03 1.319000000000000057e+02 5.908999999999999808e+00 4.727999999999999998e-04 1.496124403336851003e+02
9.154000000000000678e-03 1.150000000000000000e+02 5.179999999999999716e+00 4.834999999999999888e-04 1.413309022260472716e+02
9.412000000000000227e-03 1.162999999999999972e+02 5.485999999999999766e+00 4.943000000000000345e-04 1.339168043098765395e+02
9.669999999999999776e-03 1.037999999999999972e+02 5.006000000000000227e+00 5.050999999999999717e-04 1.271905447275944852e+02
9.927000000000000060e-03 1.114000000000000057e+02 5.291999999999999815e+00 5.159999999999999656e-04 1.212879600355828984e+02
1.018999999999999941e-02 1.065999999999999943e+02 5.363999999999999879e+00 5.270000000000000162e-04 1.154086523308838821e+02
