# Q Iq dIq dQ fit
1.417999999999999990e-03 6.875000000000000000e+02 2.073999999999999844e+01 2.325999999999999888e-04 1.054162917727444210e+03
1.675999999999999972e-03 6.711000000000000227e+02 1.769999999999999929e+01 2.359999999999999902e-04 9.670431515287583579e+02
1.933999999999999955e-03 6.827000000000000455e+02 1.591000000000000014e+01 2.400000000000000061e-04 8.738555617440937340e+02
2.191999999999999938e-03 6.437999999999999545e+02 1.443999999999999950e+01 2.446999999999999848e-04 7.743948314299700542e+02
2.449999999999999921e-03 6.341000000000000227e+02 1.381000000000000050e+01 2.500000000000000052e-04 6.717667711515696283e+02
2.707999999999999904e-03 5.802999999999999545e+02 1.317999999999999972e+01 2.556999999999999811e-04 5.697521726723780375e+02
2.965999999999999887e-03 5.271000000000000227e+02 1.098000000000000043e+01 2.619000000000000234e-04 4.704023750715334131e+02
3.223000000000000170e-03 4.910000000000000000e+02 1.000999999999999979e+01 2.685000000000000212e-04 3.809421229361220753e+02
3.481000000000000153e-03 4.098999999999999773e+02 9.513999999999999346e+00 2.754000000000000263e-04 3.023359039952258058e+02
3.739000000000000136e-03 3.310000000000000000e+02 8.467000000000000526e+00 2.827999999999999893e-04 2.372517549327305630e+02
3.996999999999999685e-03 2.686000000000000227e+02 6.777999999999999581e+00 2.904000000000000114e-04 1.866961216094780411e+02
4.255000000000000102e-03 2.163000000000000114e+02 6.474999999999999645e+00 2.983999999999999890e-04 1.502069547079876770e+02
4.512999999999999651e-03 1.606999999999999886e+02 5.187000000000000277e+00 3.066000000000000257e-04 1.259864678206655100e+02
4.771000000000000067e-03 1.291999999999999886e+02 4.288999999999999702e+00 3.151000000000000155e-04 1.125670541393286470e+02
5.028000000000000351e-03 1.087999999999999972e+02 3.914000000000000146e+00 3.238000000000000101e-04 1.040210502829972228e+02
5.285999999999999900e-03 9.393000000000000682e+01 3.604999999999999982e+00 3.327000000000000096e-04 9.923966304916308445e+01
5.544000000000000317e-03 7.851000000000000512e+01 2.975999999999999979e+00 3.418000000000000140e-04 9.611628157501549197e+01
5.801999999999999866e-03 7.506999999999999318e+01 3.144000000000000128e+00 3.511000000000000232e-04 9.314745766662186099e+01
6.060000000000000282e-03 7.373000000000000398e+01 2.806000000000000050e+00 3.605999999999999830e-04 8.971638168309505090e+01
6.317999999999999831e-03 7.743000000000000682e+01 2.774000000000000021e+00 3.701999999999999996e-04 8.553823759186190046e+01
6.576000000000000248e-03 7.528000000000000114e+01 2.710999999999999854e+00 3.800000000000000209e-04 8.070969636880263920e+01
6.832999999999999664e-03 7.834999999999999432e+01 2.633000000000000007e+00 3.898999999999999905e-04 7.550562334816547150e+01
7.091000000000000081e-03 7.240000000000000568e+01 2.592999999999999972e+00 3.999000000000000167e-04 7.017979740646688924e+01
7.348999999999999630e-03 7.123000000000000398e+01 2.681000000000000050e+00 4.099999999999999912e-04 6.500613470305108876e+01
