# z rho mu P theta
162.766 3.20099e-06 0 0 270
163.266 3.20099e-06 0 0 270
163.266 3.19025e-06 0 0 270
163.766 3.19025e-06 0 0 270
163.766 3.17813e-06 0 0 270
164.266 3.17813e-06 0 0 270
164.266 3.16464e-06 0 0 270
164.766 3.16464e-06 0 0 270
164.766 3.14979e-06 0 0 270
165.266 3.14979e-06 0 0 270
165.266 3.1336e-06 0 0 270
165.766 3.1336e-06 0 0 270
165.766 3.49315e-06 0 0 270
166.266 3.49315e-06 0 0 270
166.266 3.45833e-06 0 0 270
166.766 3.45833e-06 0 0 270
166.766 3.42192e-06 0 0 270
167.266 3.42192e-06 0 0 270
167.266 3.38447e-06 0 0 270
167.766 3.38447e-06 0 0 270
167.766 3.34624e-06 0 0 270
168.266 3.34624e-06 0 0 270
168.266 3.30737e-06 0 0 270
168.766 3.30737e-06 0 0 270
168.766 3.26791e-06 0 0 270
169.266 3.26791e-06 0 0 270
169.266 3.2279e-06 0 0 270
169.766 3.2279e-06 0 0 270
169.766 3.1874e-06 0 0 270
170.266 3.1874e-06 0 0 270
170.266 3.14643e-06 0 0 270
170.766 3.14643e-06 0 0 270
170.766 3.10504e-06 0 0 270
171.266 3.10504e-06 0 0 270
171.266 3.0633e-06 0 0 270
171.766 3.0633e-06 0 0 270
171.766 3.02126e-06 0 0 270
172.266 3.02126e-06 0 0 270
172.266 2.97901e-06 0 0 270
172.766 2.97901e-06 0 0 270
172.766 2.93662e-06 0 0 270
173.266 2.93662e-06 0 0 270
173.266 2.89421e-06 0 0 270
173.766 2.89421e-06 0 0 270
173.766 2.85189e-06 0 0 270
174.266 2.85189e-06 0 0 270
174.266 2.80981e-06 0 0 270
174.766 2.80981e-06 0 0 270
174.766 2.76809e-06 0 0 270
175.266 2.76809e-06 0 0 270
175.266 2.72691e-06 0 0 270
175.766 2.72691e-06 0 0 270
175.766 2.68642e-06 0 0 270
176.266 2.68642e-06 0 0 270
176.266 2.64679e-06 0 0 270
176.766 2.64679e-06 0 0 270
176.766 2.6082e-06 0 0 270
177.266 2.6082e-06 0 0 270
177.266 2.57079e-06 0 0 270
177.766 2.57079e-06 0 0 270
177.766 2.53471e-06 0 0 270
178.266 2.53471e-06 0 0 270
178.266 2.50005e-06 0 0 270
178.766 2.50005e-06 0 0 270
178.766 2.4669e-06 0 0 270
179.266 2.4669e-06 0 0 270
179.266 2.43527e-06 0 0 270
179.766 2.43527e-06 0 0 270
179.766 2.40514e-06 0 0 270
180.266 2.40514e-06 0 0 270
180.266 2.37642e-06 0 0 270
180.766 2.37642e-06 0 0 270
180.766 2.34893e-06 0 0 270
181.266 2.34893e-06 0 0 270
181.266 2.32246e-06 0 0 270
181.766 2.32246e-06 0 0 270
181.766 2.29669e-06 0 0 270
182.266 2.29669e-06 0 0 270
182.266 2.27126e-06 0 0 270
182.766 2.27126e-06 0 0 270
182.766 2.24574e-06 0 0 270
183.266 2.24574e-06 0 0 270
183.266 2.21964e-06 0 0 270
183.766 2.21964e-06 0 0 270
183.766 2.19243e-06 0 0 270
184.266 2.19243e-06 0 0 270
184.266 2.16358e-06 0 0 270
184.766 2.16358e-06 0 0 270
184.766 2.13253e-06 0 0 270
185.266 2.13253e-06 0 0 270
185.266 2.09876e-06 0 0 270
185.766 2.09876e-06 0 0 270
185.766 2.06179e-06 0 0 270
186.266 2.06179e-06 0 0 270
186.266 2.02121e-06 0 0 270
186.766 2.02121e-06 0 0 270
186.766 1.97672e-06 0 0 270
187.266 1.97672e-06 0 0 270
187.266 1.92811e-06 0 0 270
187.766 1.92811e-06 0 0 270
187.766 1.87533e-06 0 0 270
188.266 1.87533e-06 0 0 270
188.266 1.81845e-06 0 0 270
188.766 1.81845e-06 0 0 270
188.766 1.7577e-06 0 0 270
189.266 1.7577e-06 0 0 270
189.266 1.69346e-06 0 0 270
189.766 1.69346e-06 0 0 270
189.766 1.62619e-06 0 0 270
190.266 1.62619e-06 0 0 270
190.266 1.55651e-06 0 0 270
190.766 1.55651e-06 0 0 270
190.766 1.48508e-06 0 0 270
191.266 1.48508e-06 0 0 270
191.266 1.41261e-06 0 0 270
191.766 1.41261e-06 0 0 270
191.766 1.33979e-06 0 0 270
192.266 1.33979e-06 0 0 270
192.266 1.2673e-06 0 0 270
192.766 1.2673e-06 0 0 270
192.766 1.19575e-06 0 0 270
193.266 1.19575e-06 0 0 270
193.266 1.12564e-06 0 0 270
193.766 1.12564e-06 0 0 270
193.766 1.05736e-06 0 0 270
194.266 1.05736e-06 0 0 270
194.266 9.91176e-07 0 0 270
194.766 9.91176e-07 0 0 270
194.766 9.27237e-07 0 0 270
195.266 9.27237e-07 0 0 270
195.266 8.65566e-07 0 0 270
195.766 8.65566e-07 0 0 270
195.766 8.0609e-07 0 0 270
196.266 8.0609e-07 0 0 270
196.266 7.48665e-07 0 0 270
196.766 7.48665e-07 0 0 270
196.766 6.93102e-07 0 0 270
197.266 6.93102e-07 0 0 270
197.266 6.39201e-07 0 0 270
197.766 6.39201e-07 0 0 270
197.766 5.86779e-07 0 0 270
198.266 5.86779e-07 0 0 270
198.266 5.357e-07 0 0 270
198.766 5.357e-07 0 0 270
198.766 4.85896e-07 0 0 270
199.266 4.85896e-07 0 0 270
199.266 4.37381e-07 0 0 270
199.766 4.37381e-07 0 0 270
199.766 3.90258e-07 0 0 270
200.266 3.90258e-07 0 0 270
200.266 3.44717e-07 0 0 270
200.766 3.44717e-07 0 0 270
200.766 3.0102e-07 0 0 270
201.266 3.0102e-07 0 0 270
201.266 2.59486e-07 0 0 270
201.766 2.59486e-07 0 0 270
201.766 2.20464e-07 0 0 270
202.266 2.20464e-07 0 0 270
202.266 1.84302e-07 0 0 270
202.766 1.84302e-07 0 0 270
202.766 1.51321e-07 0 0 270
203.266 1.51321e-07 0 0 270
203.266 1.21783e-07 0 0 270
203.766 1.21783e-07 0 0 270
203.766 9.58677e-08 0 0 270
204.266 9.58677e-08 0 0 270
204.266 7.3654e-08 0 0 270
204.766 7.3654e-08 0 0 270
204.766 5.51104e-08 0 0 270
205.266 5.51104e-08 0 0 270
205.266 4.00918e-08 0 0 270
205.766 4.00918e-08 0 0 270
205.766 2.83471e-08 0 0 270
206.266 2.83471e-08 0 0 270
206.266 1.95334e-08 0 0 270
206.766 1.95334e-08 0 0 270
206.766 1.32362e-08 0 0 270
207.266 1.32362e-08 0 0 270
207.266 8.99497e-09 0 0 270
207.766 8.99497e-09 0 0 270
207.766 6.32883e-09 0 0 270
208.266 6.32883e-09 0 0 270
208.266 4.76358e-09 0 0 270
208.766 4.76358e-09 0 0 270
208.766 3.85532e-09 0 0 270
209.266 3.85532e-09 0 0 270
209.266 3.21045e-09 0 0 270
209.766 3.21045e-09 0 0 270
209.766 2.50072e-09 0 0 270
210.266 2.50072e-09 0 0 270
210.266 1.47292e-09 0 0 270
210.766 1.47292e-09 0 0 270
210.766 -4.66251e-11 0 0 270
211.266 -4.66251e-11 0 0 270
211.266 -2.15185e-09 0 0 270
211.766 -2.15185e-09 0 0 270
211.766 -4.86019e-09 0 0 270
212.266 -4.86019e-09 0 0 270
212.266 -8.1179e-09 0 0 270
212.766 -8.1179e-09 0 0 270
212.766 -1.18061e-08 0 0 270
213.266 -1.18061e-08 0 0 270
213.266 -1.57466e-08 0 0 270
213.766 -1.57466e-08 0 0 270
213.766 -1.97061e-08 0 0 270
214.266 -1.97061e-08 0 0 270
214.266 -2.33995e-08 0 0 270
214.766 -2.33995e-08 0 0 270
214.766 -2.64901e-08 0 0 270
215.266 -2.64901e-08 0 0 270
215.266 -2.85897e-08 0 0 270
215.766 -2.85897e-08 0 0 270
215.766 -2.92567e-08 0 0 270
216.266 -2.92567e-08 0 0 270
216.266 -2.79959e-08 0 0 270
216.766 -2.79959e-08 0 0 270
216.766 -2.42589e-08 0 0 270
217.266 -2.42589e-08 0 0 270
217.266 -1.74492e-08 0 0 270
217.766 -1.74492e-08 0 0 270
217.766 -6.9309e-09 0 0 270
218.266 -6.9309e-09 0 0 270
218.266 7.95558e-09 0 0 270
218.766 7.95558e-09 0 0 270
218.766 2.78709e-08 0 0 270
219.266 2.78709e-08 0 0 270
219.266 5.34473e-08 0 0 270
219.766 5.34473e-08 0 0 270
219.766 8.52515e-08 0 0 270
220.266 8.52515e-08 0 0 270
220.266 1.23743e-07 0 0 270
220.766 1.23743e-07 0 0 270
220.766 1.69228e-07 0 0 270
221.266 1.69228e-07 0 0 270
221.266 2.21814e-07 0 0 270
221.766 2.21814e-07 0 0 270
221.766 2.81368e-07 0 0 270
222.266 2.81368e-07 0 0 270
222.266 3.47479e-07 0 0 270
222.766 3.47479e-07 0 0 270
222.766 4.19434e-07 0 0 270
223.266 4.19434e-07 0 0 270
223.266 4.9621e-07 0 0 270
223.766 4.9621e-07 0 0 270
223.766 5.76479e-07 0 0 270
224.266 5.76479e-07 0 0 270
224.266 6.58635e-07 0 0 270
224.766 6.58635e-07 0 0 270
224.766 7.40837e-07 0 0 270
225.266 7.40837e-07 0 0 270
225.266 8.21071e-07 0 0 270
225.766 8.21071e-07 0 0 270
225.766 8.97231e-07 0 0 270
226.266 8.97231e-07 0 0 270
226.266 9.67197e-07 0 0 270
226.766 9.67197e-07 0 0 270
226.766 1.02894e-06 0 0 270
227.266 1.02894e-06 0 0 270
227.266 1.08059e-06 0 0 270
227.766 1.08059e-06 0 0 270
227.766 1.12055e-06 0 0 270
228.266 1.12055e-06 0 0 270
228.266 1.14757e-06 0 0 270
228.766 1.14757e-06 0 0 270
228.766 1.16077e-06 0 0 270
229.266 1.16077e-06 0 0 270
229.266 1.15972e-06 0 0 270
229.766 1.15972e-06 0 0 270
229.766 1.14443e-06 0 0 270
230.266 1.14443e-06 0 0 270
230.266 1.11539e-06 0 0 270
230.766 1.11539e-06 0 0 270
230.766 1.07347e-06 0 0 270
231.266 1.07347e-06 0 0 270
231.266 1.01996e-06 0 0 270
231.766 1.01996e-06 0 0 270
231.766 9.56424e-07 0 0 270
232.266 9.56424e-07 0 0 270
232.266 8.84702e-07 0 0 270
232.766 8.84702e-07 0 0 270
232.766 8.0677e-07 0 0 270
233.266 8.0677e-07 0 0 270
233.266 7.24677e-07 0 0 270
233.766 7.24677e-07 0 0 270
233.766 6.40452e-07 0 0 270
234.266 6.40452e-07 0 0 270
234.266 5.56029e-07 0 0 270
234.766 5.56029e-07 0 0 270
234.766 4.73173e-07 0 0 270
235.266 4.73173e-07 0 0 270
235.266 3.93426e-07 0 0 270
235.766 3.93426e-07 0 0 270
235.766 3.18068e-07 0 0 270
236.266 3.18068e-07 0 0 270
236.266 2.4809e-07 0 0 270
236.766 2.4809e-07 0 0 270
236.766 1.84193e-07 0 0 270
237.266 1.84193e-07 0 0 270
237.266 1.26791e-07 0 0 270
237.766 1.26791e-07 0 0 270
237.766 7.60395e-08 0 0 270
238.266 7.60395e-08 0 0 270
238.266 3.18611e-08 0 0 270
238.766 3.18611e-08 0 0 270
238.766 -6.00991e-09 0 0 270
239.266 -6.00991e-09 0 0 270
239.266 -3.79866e-08 0 0 270
239.766 -3.79866e-08 0 0 270
239.766 -6.45863e-08 0 0 270
240.266 -6.45863e-08 0 0 270
240.266 -8.63888e-08 0 0 270
240.766 -8.63888e-08 0 0 270
240.766 -1.04001e-07 0 0 270
241.266 -1.04001e-07 0 0 270
241.266 -1.18024e-07 0 0 270
241.766 -1.18024e-07 0 0 270
241.766 -1.29034e-07 0 0 270
242.266 -1.29034e-07 0 0 270
242.266 -1.37558e-07 0 0 270
242.766 -1.37558e-07 0 0 270
242.766 -1.44069e-07 0 0 270
243.266 -1.44069e-07 0 0 270
243.266 -1.48978e-07 0 0 270
243.766 -1.48978e-07 0 0 270
243.766 -1.52634e-07 0 0 270
244.266 -1.52634e-07 0 0 270
244.266 -1.55325e-07 0 0 270
244.766 -1.55325e-07 0 0 270
244.766 -1.57287e-07 0 0 270
245.266 -1.57287e-07 0 0 270
245.266 -1.58704e-07 0 0 270
245.766 -1.58704e-07 0 0 270
245.766 -1.59722e-07 0 0 270
246.266 -1.59722e-07 0 0 270
246.266 -1.6045e-07 0 0 270
246.766 -1.6045e-07 0 0 270
246.766 -1.60971e-07 0 0 270
247.266 -1.60971e-07 0 0 270
247.266 -1.62882e-07 0 0 270
247.766 -1.62882e-07 0 0 270
247.766 -1.62882e-07 0 0 270
248.266 -1.62882e-07 0 0 270
248.266 -1.62882e-07 0 0 270
248.766 -1.62882e-07 0 0 270
248.766 -1.62882e-07 0 0 270
249.266 -1.62882e-07 0 0 270
249.266 -1.62882e-07 0 0 270
249.766 -1.62882e-07 0 0 270
249.766 -1.62882e-07 0 0 270
250.266 -1.62882e-07 0 0 270
250.266 -1.62882e-07 0 0 270
250.766 -1.62882e-07 0 0 270
250.766 -1.62882e-07 0 0 270
251.266 -1.62882e-07 0 0 270
251.266 -1.62882e-07 0 0 270
251.766 -1.62882e-07 0 0 270
251.766 -1.62882e-07 0 0 270
252.266 -1.62882e-07 0 0 270
252.266 -1.62882e-07 0 0 270
252.766 -1.62882e-07 0 0 270
252.766 -1.62882e-07 0 0 270
253.266 -1.62882e-07 0 0 270
253.266 -1.62882e-07 0 0 270
253.766 -1.62882e-07 0 0 270
253.766 -1.62882e-07 0 0 270
254.266 -1.62882e-07 0 0 270
254.266 -1.62882e-07 0 0 270
254.766 -1.62882e-07 0 0 270
254.766 -1.62882e-07 0 0 270
255.266 -1.62882e-07 0 0 270
255.266 -1.62882e-07 0 0 270
255.766 -1.62882e-07 0 0 270
255.766 -1.62882e-07 0 0 270
256.266 -1.62882e-07 0 0 270
256.266 -1.62882e-07 0 0 270
256.766 -1.62882e-07 0 0 270
256.766 -1.62882e-07 0 0 270
257.266 -1.62882e-07 0 0 270
257.266 -1.62882e-07 0 0 270
257.766 -1.62882e-07 0 0 270
257.766 -1.62882e-07 0 0 270
258.266 -1.62882e-07 0 0 270
258.266 -1.62882e-07 0 0 270
258.766 -1.62882e-07 0 0 270
258.766 -1.62882e-07 0 0 270
259.266 -1.62882e-07 0 0 270
259.266 -1.62882e-07 0 0 270
259.766 -1.62882e-07 0 0 270
259.766 -1.62882e-07 0 0 270
260.266 -1.62882e-07 0 0 270
260.266 -1.62882e-07 0 0 270
260.766 -1.62882e-07 0 0 270
260.766 -1.62882e-07 0 0 270
261.266 -1.62882e-07 0 0 270
261.266 -1.62882e-07 0 0 270
261.766 -1.62882e-07 0 0 270
261.766 -1.62882e-07 0 0 270
262.266 -1.62882e-07 0 0 270
262.266 -1.62882e-07 0 0 270
262.766 -1.62882e-07 0 0 270
262.766 -1.62882e-07 0 0 270
263.266 -1.62882e-07 0 0 270
263.266 -1.62882e-07 0 0 270
263.766 -1.62882e-07 0 0 270
263.766 -1.62882e-07 0 0 270
264.266 -1.62882e-07 0 0 270
264.266 -1.62882e-07 0 0 270
264.766 -1.62882e-07 0 0 270
264.766 -1.62882e-07 0 0 270
265.266 -1.62882e-07 0 0 270
265.266 -1.62882e-07 0 0 270
265.766 -1.62882e-07 0 0 270
265.766 -1.62882e-07 0 0 270
266.266 -1.62882e-07 0 0 270
266.266 -1.62882e-07 0 0 270
266.766 -1.62882e-07 0 0 270
266.766 -1.62882e-07 0 0 270
267.266 -1.62882e-07 0 0 270
267.266 -1.62882e-07 0 0 270
267.766 -1.62882e-07 0 0 270
267.766 -1.62882e-07 0 0 270
268.266 -1.62882e-07 0 0 270
268.266 -1.62882e-07 0 0 270
268.766 -1.62882e-07 0 0 270
268.766 -1.62882e-07 0 0 270
269.266 -1.62882e-07 0 0 270
269.266 -1.62882e-07 0 0 270
269.766 -1.62882e-07 0 0 270
269.766 -1.62882e-07 0 0 270
270.266 -1.62882e-07 0 0 270
270.266 -1.62882e-07 0 0 270
270.766 -1.62882e-07 0 0 270
270.766 -1.62882e-07 0 0 270
271.266 -1.62882e-07 0 0 270
271.266 -1.62882e-07 0 0 270
271.766 -1.62882e-07 0 0 270
271.766 -1.62882e-07 0 0 270
272.266 -1.62882e-07 0 0 270
272.266 -1.62882e-07 0 0 270
272.766 -1.62882e-07 0 0 270
272.766 -1.62882e-07 0 0 270
273.266 -1.62882e-07 0 0 270
273.266 -1.62882e-07 0 0 270
273.766 -1.62882e-07 0 0 270
273.766 -1.62882e-07 0 0 270
274.266 -1.62882e-07 0 0 270
274.266 -1.62882e-07 0 0 270
274.766 -1.62882e-07 0 0 270
274.766 -1.62882e-07 0 0 270
275.266 -1.62882e-07 0 0 270
275.266 -1.62882e-07 0 0 270
275.766 -1.62882e-07 0 0 270
275.766 -1.62882e-07 0 0 270
276.266 -1.62882e-07 0 0 270
276.266 -1.62882e-07 0 0 270
276.766 -1.62882e-07 0 0 270
276.766 -1.62882e-07 0 0 270
277.266 -1.62882e-07 0 0 270
277.266 -1.62882e-07 0 0 270
277.766 -1.62882e-07 0 0 270
277.766 -1.62882e-07 0 0 270
278.266 -1.62882e-07 0 0 270
278.266 -1.62882e-07 0 0 270
278.766 -1.62882e-07 0 0 270
278.766 -1.62882e-07 0 0 270
279.266 -1.62882e-07 0 0 270
279.266 -1.62882e-07 0 0 270
279.766 -1.62882e-07 0 0 270
279.766 -1.62882e-07 0 0 270
280.266 -1.62882e-07 0 0 270
280.266 -1.62882e-07 0 0 270
280.766 -1.62882e-07 0 0 270
280.766 -1.62882e-07 0 0 270
281.266 -1.62882e-07 0 0 270
281.266 -1.62882e-07 0 0 270
281.766 -1.62882e-07 0 0 270
281.766 -1.62882e-07 0 0 270
282.266 -1.62882e-07 0 0 270
282.266 -1.62882e-07 0 0 270
282.766 -1.62882e-07 0 0 270
282.766 -1.62882e-07 0 0 270
283.266 -1.62882e-07 0 0 270
283.266 -1.62882e-07 0 0 270
283.766 -1.62882e-07 0 0 270
283.766 -1.62882e-07 0 0 270
284.266 -1.62882e-07 0 0 270
284.266 -1.62882e-07 0 0 270
284.766 -1.62882e-07 0 0 270
284.766 -1.62882e-07 0 0 270
285.266 -1.62882e-07 0 0 270
285.266 -1.62882e-07 0 0 270
285.766 -1.62882e-07 0 0 270
285.766 -1.62882e-07 0 0 270
286.266 -1.62882e-07 0 0 270
286.266 -1.62882e-07 0 0 270
286.766 -1.62882e-07 0 0 270
286.766 -1.62882e-07 0 0 270
287.266 -1.62882e-07 0 0 270
287.266 -1.62882e-07 0 0 270
287.766 -1.62882e-07 0 0 270
287.766 -1.62882e-07 0 0 270
288.266 -1.62882e-07 0 0 270
288.266 -1.62882e-07 0 0 270
288.766 -1.62882e-07 0 0 270
288.766 -1.62882e-07 0 0 270
289.266 -1.62882e-07 0 0 270
289.266 -1.62882e-07 0 0 270
289.766 -1.62882e-07 0 0 270
289.766 -1.62882e-07 0 0 270
290.266 -1.62882e-07 0 0 270
290.266 -1.62882e-07 0 0 270
290.766 -1.62882e-07 0 0 270
290.766 -1.62882e-07 0 0 270
291.266 -1.62882e-07 0 0 270
291.266 -1.62882e-07 0 0 270
291.766 -1.62882e-07 0 0 270
291.766 -1.62882e-07 0 0 270
292.266 -1.62882e-07 0 0 270
292.266 -1.62882e-07 0 0 270
292.766 -1.62882e-07 0 0 270
292.766 -1.62882e-07 0 0 270
293.266 -1.62882e-07 0 0 270
293.266 -1.62882e-07 0 0 270
293.766 -1.62882e-07 0 0 270
293.766 -1.62882e-07 0 0 270
294.266 -1.62882e-07 0 0 270
294.266 -1.62882e-07 0 0 270
294.766 -1.62882e-07 0 0 270
294.766 -1.62882e-07 0 0 270
295.266 -1.62882e-07 0 0 270
295.266 -1.62882e-07 0 0 270
295.766 -1.62882e-07 0 0 270
295.766 -1.62882e-07 0 0 270
296.266 -1.62882e-07 0 0 270
296.266 -1.62882e-07 0 0 270
296.766 -1.62882e-07 0 0 270
296.766 -1.62882e-07 0 0 270
297.266 -1.62882e-07 0 0 270
297.266 -1.62882e-07 0 0 270
297.766 -1.62882e-07 0 0 270
297.766 -1.62882e-07 0 0 270
298.266 -1.62882e-07 0 0 270
298.266 -1.62882e-07 0 0 270
298.766 -1.62882e-07 0 0 270
298.766 -1.62882e-07 0 0 270
299.266 -1.62882e-07 0 0 270
299.266 -1.62882e-07 0 0 270
299.766 -1.62882e-07 0 0 270
299.766 -1.62882e-07 0 0 270
300.266 -1.62882e-07 0 0 270
300.266 -1.62882e-07 0 0 270
300.766 -1.62882e-07 0 0 270
300.766 -1.62882e-07 0 0 270
301.266 -1.62882e-07 0 0 270
301.266 -1.62882e-07 0 0 270
301.766 -1.62882e-07 0 0 270
301.766 -1.62882e-07 0 0 270
302.266 -1.62882e-07 0 0 270
302.266 -1.62882e-07 0 0 270
302.766 -1.62882e-07 0 0 270
302.766 -1.62882e-07 0 0 270
303.266 -1.62882e-07 0 0 270
303.266 -1.62882e-07 0 0 270
303.766 -1.62882e-07 0 0 270
303.766 -1.62882e-07 0 0 270
304.266 -1.62882e-07 0 0 270
304.266 -1.62882e-07 0 0 270
304.766 -1.62882e-07 0 0 270
304.766 -1.62882e-07 0 0 270
305.266 -1.62882e-07 0 0 270
305.266 -1.62882e-07 0 0 270
305.766 -1.62882e-07 0 0 270
305.766 -1.62882e-07 0 0 270
306.266 -1.62882e-07 0 0 270
306.266 -1.62882e-07 0 0 270
306.766 -1.62882e-07 0 0 270
306.766 -1.62882e-07 0 0 270
307.266 -1.62882e-07 0 0 270
307.266 -1.62882e-07 0 0 270
307.766 -1.62882e-07 0 0 270
307.766 -1.62882e-07 0 0 270
308.266 -1.62882e-07 0 0 270
308.266 -1.62882e-07 0 0 270
308.766 -1.62882e-07 0 0 270
308.766 -1.62882e-07 0 0 270
309.266 -1.62882e-07 0 0 270
309.266 -1.62882e-07 0 0 270
309.766 -1.62882e-07 0 0 270
309.766 -1.62882e-07 0 0 270
310.266 -1.62882e-07 0 0 270
310.266 -1.62882e-07 0 0 270
310.766 -1.62882e-07 0 0 270
310.766 -1.62882e-07 0 0 270
311.266 -1.62882e-07 0 0 270
311.266 -1.62882e-07 0 0 270
311.766 -1.62882e-07 0 0 270
311.766 -1.62882e-07 0 0 270
312.266 -1.62882e-07 0 0 270
